question	i
10	2998
20	2999
8	3000
8	3001
10	3002
10	3003
10	3004
6	3005
2	3006
6	3007
4	3008
2	3009
10	3010
10	3011
10	3012
10	3013
10	3014
10	3015
10	3016
10	3017
10	3018
10	3019
10	3020
10	3021
10	3022
10	3023
10	3024
10	3025
10	3026
10	3027
10	3028
8	3029
10	3030
8	3031
10	3032
8	3033
10	3034
10	3035
10	3036
8	3037
8	3038
20	3039
6	3040
6	3041
10	3042
10	3043
10	3044
8	3045
18	3046
10	3047
10	3048
10	3049
8	3050
10	3051
8	3052
8	3053
8	3054
8	3055
18	3056
10	3057
6	3058
6	3059
8	3060
10	3061
10	3062
10	3063
8	3064
10	3065
8	3066
6	3067
10	3068
8	3069
10	3070
10	3071
16	3072
10	3073
10	3074
8	3075
6	3076
10	3077
6	3078
6	3079
6	3080
8	3081
6	3082
10	3083
2	3084
2	3085
10	3086
10	3087
10	3088
10	3089
8	3090
8	3091
10	3092
10	3093
4	3094
10	3095
10	3096
8	3097
10	3098
10	3099
10	3100
16	3101
10	3102
10	3103
16	3104
10	3105
10	3106
10	3107
10	3108
10	3109
10	3110
8	3111
10	3112
10	3113
8	3114
6	3115
6	3116
10	3117
10	3118
10	3119
8	3120
10	3121
8	3122
10	3123
10	3124
6	3125
10	3126
10	3127
14	3128
10	3129
4	3130
8	3131
10	3132
6	3133
6	3134
8	3135
6	3136
6	3137
6	3138
6	3139
6	3140
10	3141
4	3142
10	3143
14	3144
8	3145
8	3146
6	3147
10	3148
12	3149
18	3150
28	3151
12	3152
10	3153
18	3154
12	3155
8	3156
14	3157
6	3158
18	3159
14	3160
10	3161
8	3162
18	3163
18	3164
12	3165
16	3166
8	3167
14	3168
16	3169
24	3170
26	3171
20	3172
6	3173
16	3174
10	3175
10	3176
10	3177
20	3178
8	3179
4	3180
10	3181
2	3182
10	3183
8	3184
10	3185
10	3186
14	3187
8	3188
10	3189
10	3190
10	3191
6	3192
10	3193
10	3194
6	3195
10	3196
10	3197
8	3198
20	3199
10	3200
8	3201
8	3202
10	3203
10	3204
10	3205
10	3206
10	3207
20	3208
8	3209
28	3210
12	3211
10	3212
10	3213
10	3214
10	3215
10	3216
10	3217
4	3218
8	3219
10	3220
10	3221
10	3222
10	3223
8	3224
10	3225
8	3226
10	3227
10	3228
10	3229
10	3230
6	3231
10	3232
8	3233
8	3234
8	3235
8	3236
4	3237
10	3238
10	3239
10	3240
10	3241
10	3242
2	3243
10	3244
10	3245
10	3246
10	3247
8	3248
6	3249
10	3250
10	3251
10	3252
8	3253
10	3254
10	3255
10	3256
10	3257
10	3258
8	3259
10	3260
10	3261
10	3262
10	3263
10	3264
8	3265
2	3266
8	3267
6	3268
8	3269
6	3270
4	3271
8	3272
10	3273
10	3274
10	3275
12	3276
10	3277
10	3278
8	3279
10	3280
6	3281
10	3282
8	3283
10	3284
10	3285
10	3286
8	3287
22	3288
8	3289
10	3290
14	3291
6	3292
4	3293
8	3294
10	3295
6	3296
6	3297
10	3298
10	3299
10	3300
8	3301
10	3302
10	3303
10	3304
10	3305
10	3306
8	3307
8	3308
4	3309
10	3310
6	3311
10	3312
8	3313
10	3314
8	3315
2	3316
6	3317
10	3318
10	3319
10	3320
4	3321
10	3322
8	3323
10	3324
6	3325
10	3326
8	3327
10	3328
10	3329
6	3330
16	3331
18	3332
10	3333
8	3334
6	3335
8	3336
14	3337
4	3338
16	3339
8	3340
10	3341
6	3342
8	3343
10	3344
2	3345
6	3346
8	3347
10	3348
10	3349
10	3350
8	3351
10	3352
10	3353
10	3354
8	3355
10	3356
10	3357
10	3358
10	3359
6	3360
8	3361
10	3362
6	3363
6	3364
8	3365
14	3366
10	3367
6	3368
6	3369
10	3370
10	3371
10	3372
8	3373
6	3374
8	3375
6	3376
10	3377
6	3378
10	3379
8	3380
6	3381
6	3382
10	3383
10	3384
6	3385
8	3386
10	3387
10	3388
6	3389
10	3390
6	3391
10	3392
10	3393
10	3394
10	3395
10	3396
10	3397
10	3398
10	3399
10	3400
10	3401
10	3402
10	3403
6	3404
10	3405
16	3406
8	3407
18	3408
10	3409
14	3410
10	3411
10	3412
10	3413
10	3414
10	3415
10	3416
10	3417
8	3418
8	3419
6	3420
8	3421
4	3422
8	3423
4	3424
10	3425
6	3426
10	3427
10	3428
10	3429
10	3430
8	3431
6	3432
8	3433
10	3434
10	3435
2	3436
4	3437
4	3438
4	3439
10	3440
16	3441
4	3442
14	3443
10	3444
10	3445
4	3446
10	3447
10	3448
10	3449
10	3450
8	3451
8	3452
8	3453
8	3454
10	3455
10	3456
8	3457
10	3458
8	3459
10	3460
10	3461
10	3462
8	3463
10	3464
16	3465
8	3466
10	3467
8	3468
10	3469
6	3470
10	3471
6	3472
6	3473
8	3474
10	3475
10	3476
10	3477
6	3478
10	3479
8	3480
10	3481
8	3482
10	3483
6	3484
10	3485
10	3486
10	3487
8	3488
8	3489
8	3490
10	3491
10	3492
8	3493
10	3494
10	3495
10	3496
14	3497
8	3498
10	3499
10	3500
10	3501
10	3502
20	3503
2	3504
10	3505
10	3506
10	3507
10	3508
10	3509
10	3510
10	3511
8	3512
10	3513
8	3514
10	3515
10	3516
10	3517
4	3518
8	3519
10	3520
10	3521
8	3522
8	3523
10	3524
8	3525
20	3526
10	3527
6	3528
10	3529
10	3530
6	3531
8	3532
10	3533
10	3534
6	3535
6	3536
8	3537
10	3538
10	3539
8	3540
8	3541
10	3542
8	3543
10	3544
10	3545
8	3546
10	3547
6	3548
6	3549
10	3550
6	3551
10	3552
10	3553
20	3554
6	3555
10	3556
8	3557
2	3558
10	3559
2	3560
10	3561
10	3562
4	3563
6	3564
10	3565
8	3566
8	3567
10	3568
8	3569
10	3570
8	3571
10	3572
10	3573
18	3574
8	3575
8	3576
4	3577
16	3578
8	3579
10	3580
10	3581
10	3582
8	3583
10	3584
10	3585
8	3586
8	3587
8	3588
10	3589
8	3590
8	3591
10	3592
10	3593
8	3594
10	3595
10	3596
8	3597
10	3598
8	3599
10	3600
10	3601
12	3602
10	3603
10	3604
8	3605
10	3606
16	3607
10	3608
10	3609
10	3610
20	3611
8	3612
10	3613
10	3614
10	3615
6	3616
10	3617
8	3618
10	3619
8	3620
10	3621
20	3622
8	3623
10	3624
6	3625
10	3626
10	3627
10	3628
10	3629
10	3630
4	3631
10	3632
10	3633
10	3634
18	3635
10	3636
6	3637
6	3638
6	3639
10	3640
10	3641
10	3642
8	3643
6	3644
8	3645
10	3646
16	3647
8	3648
10	3649
10	3650
10	3651
10	3652
10	3653
10	3654
10	3655
10	3656
10	3657
10	3658
8	3659
10	3660
10	3661
8	3662
10	3663
8	3664
10	3665
8	3666
16	3667
10	3668
8	3669
8	3670
12	3671
6	3672
10	3673
10	3674
10	3675
10	3676
8	3677
10	3678
8	3679
10	3680
10	3681
6	3682
4	3683
18	3684
10	3685
10	3686
10	3687
6	3688
8	3689
10	3690
10	3691
10	3692
8	3693
10	3694
8	3695
8	3696
8	3697
10	3698
6	3699
6	3700
8	3701
10	3702
8	3703
6	3704
10	3705
10	3706
6	3707
14	3708
10	3709
10	3710
4	3711
6	3712
10	3713
4	3714
10	3715
10	3716
10	3717
10	3718
4	3719
8	3720
8	3721
10	3722
6	3723
10	3724
10	3725
10	3726
10	3727
10	3728
10	3729
10	3730
6	3731
4	3732
10	3733
8	3734
14	3735
10	3736
10	3737
10	3738
10	3739
10	3740
18	3741
18	3742
18	3743
10	3744
10	3745
10	3746
8	3747
10	3748
20	3749
10	3750
8	3751
10	3752
8	3753
10	3754
8	3755
10	3756
8	3757
6	3758
10	3759
10	3760
10	3761
8	3762
10	3763
10	3764
8	3765
16	3766
8	3767
18	3768
12	3769
2	3770
6	3771
14	3772
20	3773
6	3774
10	3775
14	3776
8	3777
10	3778
10	3779
20	3780
8	3781
8	3782
6	3783
10	3784
8	3785
8	3786
10	3787
10	3788
10	3789
10	3790
8	3791
10	3792
10	3793
8	3794
10	3795
10	3796
10	3797
8	3798
8	3799
10	3800
8	3801
10	3802
16	3803
2	3804
8	3805
10	3806
6	3807
10	3808
10	3809
10	3810
8	3811
10	3812
8	3813
8	3814
6	3815
10	3816
18	3817
18	3818
8	3819
8	3820
4	3821
6	3822
2	3823
10	3824
10	3825
6	3826
10	3827
10	3828
6	3829
10	3830
10	3831
8	3832
14	3833
10	3834
10	3835
10	3836
10	3837
8	3838
8	3839
6	3840
10	3841
8	3842
10	3843
8	3844
10	3845
8	3846
10	3847
8	3848
10	3849
6	3850
10	3851
10	3852
8	3853
10	3854
10	3855
8	3856
10	3857
10	3858
10	3859
10	3860
6	3861
4	3862
18	3863
10	3864
6	3865
10	3866
10	3867
8	3868
10	3869
10	3870
10	3871
10	3872
10	3873
18	3874
10	3875
8	3876
6	3877
8	3878
6	3879
10	3880
10	3881
10	3882
28	3883
20	3884
8	3885
10	3886
8	3887
8	3888
10	3889
6	3890
10	3891
6	3892
10	3893
8	3894
10	3895
10	3896
6	3897
14	3898
8	3899
10	3900
8	3901
10	3902
10	3903
10	3904
6	3905
10	3906
10	3907
10	3908
6	3909
10	3910
10	3911
10	3912
10	3913
10	3914
10	3915
8	3916
10	3917
6	3918
10	3919
10	3920
10	3921
10	3922
10	3923
10	3924
10	3925
6	3926
6	3927
10	3928
10	3929
6	3930
8	3931
4	3932
6	3933
8	3934
6	3935
10	3936
10	3937
10	3938
8	3939
10	3940
10	3941
10	3942
10	3943
10	3944
10	3945
8	3946
16	3947
10	3948
10	3949
10	3950
10	3951
10	3952
10	3953
10	3954
6	3955
6	3956
8	3957
4	3958
4	3959
10	3960
8	3961
10	3962
10	3963
10	3964
6	3965
10	3966
2	3967
10	3968
8	3969
6	3970
8	3971
10	3972
10	3973
10	3974
10	3975
10	3976
14	3977
10	3978
10	3979
10	3980
8	3981
10	3982
10	3983
10	3984
10	3985
8	3986
10	3987
8	3988
10	3989
6	3990
10	3991
10	3992
12	3993
4	3994
10	3995
10	3996
10	3997
8	3998
10	3999
10	4000
6	4001
6	4002
8	4003
10	4004
10	4005
10	4006
8	4007
10	4008
8	4009
10	4010
10	4011
8	4012
10	4013
10	4014
10	4015
10	4016
10	4017
6	4018
10	4019
10	4020
8	4021
8	4022
10	4023
6	4024
10	4025
10	4026
10	4027
10	4028
10	4029
10	4030
8	4031
8	4032
6	4033
10	4034
10	4035
10	4036
8	4037
10	4038
10	4039
10	4040
8	4041
10	4042
8	4043
10	4044
8	4045
10	4046
10	4047
10	4048
6	4049
10	4050
10	4051
10	4052
2	4053
6	4054
10	4055
8	4056
8	4057
10	4058
10	4059
10	4060
10	4061
8	4062
10	4063
10	4064
10	4065
8	4066
6	4067
8	4068
8	4069
10	4070
10	4071
8	4072
20	4073
10	4074
10	4075
10	4076
6	4077
20	4078
8	4079
8	4080
10	4081
10	4082
10	4083
10	4084
10	4085
8	4086
8	4087
8	4088
10	4089
8	4090
10	4091
10	4092
10	4093
10	4094
10	4095
10	4096
8	4097
8	4098
10	4099
10	4100
10	4101
6	4102
10	4103
10	4104
8	4105
10	4106
6	4107
10	4108
8	4109
6	4110
10	4111
10	4112
10	4113
10	4114
10	4115
10	4116
6	4117
10	4118
10	4119
14	4120
10	4121
10	4122
10	4123
6	4124
10	4125
10	4126
6	4127
6	4128
14	4129
10	4130
10	4131
4	4132
6	4133
10	4134
10	4135
10	4136
10	4137
10	4138
10	4139
10	4140
20	4141
12	4142
10	4143
10	4144
10	4145
6	4146
8	4147
8	4148
10	4149
10	4150
10	4151
8	4152
10	4153
8	4154
10	4155
18	4156
10	4157
14	4158
10	4159
10	4160
10	4161
10	4162
10	4163
10	4164
10	4165
10	4166
4	4167
10	4168
10	4169
2	4170
6	4171
8	4172
6	4173
10	4174
2	4175
10	4176
10	4177
10	4178
10	4179
10	4180
8	4181
10	4182
6	4183
6	4184
6	4185
10	4186
10	4187
10	4188
10	4189
20	4190
10	4191
10	4192
8	4193
6	4194
10	4195
10	4196
8	4197
8	4198
10	4199
10	4200
8	4201
8	4202
10	4203
8	4204
10	4205
10	4206
10	4207
8	4208
10	4209
10	4210
20	4211
10	4212
20	4213
10	4214
10	4215
10	4216
10	4217
10	4218
12	4219
8	4220
10	4221
16	4222
10	4223
18	4224
8	4225
10	4226
10	4227
8	4228
8	4229
8	4230
8	4231
10	4232
8	4233
20	4234
8	4235
8	4236
6	4237
10	4238
2	4239
10	4240
10	4241
6	4242
10	4243
10	4244
8	4245
8	4246
6	4247
10	4248
10	4249
8	4250
6	4251
6	4252
6	4253
10	4254
10	4255
10	4256
10	4257
10	4258
6	4259
10	4260
4	4261
8	4262
10	4263
8	4264
10	4265
8	4266
6	4267
10	4268
10	4269
10	4270
8	4271
8	4272
6	4273
10	4274
10	4275
8	4276
10	4277
10	4278
6	4279
10	4280
10	4281
10	4282
8	4283
8	4284
8	4285
8	4286
8	4287
10	4288
6	4289
6	4290
8	4291
8	4292
6	4293
8	4294
8	4295
8	4296
8	4297
20	4298
10	4299
6	4300
6	4301
8	4302
10	4303
10	4304
10	4305
10	4306
10	4307
10	4308
10	4309
10	4310
10	4311
10	4312
10	4313
8	4314
10	4315
6	4316
6	4317
6	4318
10	4319
10	4320
10	4321
10	4322
10	4323
10	4324
10	4325
10	4326
10	4327
8	4328
8	4329
30	4330
6	4331
6	4332
8	4333
10	4334
10	4335
10	4336
10	4337
10	4338
10	4339
10	4340
10	4341
8	4342
10	4343
10	4344
6	4345
10	4346
14	4347
8	4348
8	4349
8	4350
10	4351
6	4352
10	4353
10	4354
10	4355
10	4356
10	4357
8	4358
6	4359
8	4360
10	4361
10	4362
8	4363
10	4364
8	4365
6	4366
10	4367
10	4368
8	4369
6	4370
8	4371
10	4372
10	4373
10	4374
10	4375
10	4376
10	4377
10	4378
8	4379
20	4380
10	4381
6	4382
8	4383
8	4384
8	4385
8	4386
8	4387
8	4388
8	4389
2	4390
10	4391
10	4392
10	4393
10	4394
8	4395
8	4396
10	4397
10	4398
24	4399
6	4400
8	4401
10	4402
10	4403
10	4404
10	4405
6	4406
10	4407
10	4408
10	4409
4	4410
10	4411
8	4412
10	4413
10	4414
10	4415
10	4416
6	4417
6	4418
8	4419
8	4420
10	4421
8	4422
8	4423
8	4424
8	4425
8	4426
8	4427
8	4428
8	4429
8	4430
10	4431
8	4432
6	4433
20	4434
8	4435
4	4436
8	4437
6	4438
10	4439
6	4440
8	4441
10	4442
8	4443
8	4444
10	4445
8	4446
10	4447
10	4448
8	4449
10	4450
6	4451
10	4452
4	4453
16	4454
6	4455
10	4456
8	4457
8	4458
10	4459
10	4460
8	4461
10	4462
8	4463
6	4464
18	4465
6	4466
6	4467
10	4468
10	4469
6	4470
6	4471
8	4472
16	4473
6	4474
8	4475
6	4476
8	4477
6	4478
6	4479
6	4480
8	4481
10	4482
10	4483
10	4484
10	4485
10	4486
10	4487
10	4488
10	4489
10	4490
8	4491
8	4492
10	4493
10	4494
10	4495
8	4496
10	4497
8	4498
10	4499
8	4500
14	4501
10	4502
10	4503
8	4504
18	4505
10	4506
10	4507
10	4508
10	4509
8	4510
6	4511
10	4512
10	4513
10	4514
10	4515
6	4516
10	4517
8	4518
10	4519
8	4520
8	4521
6	4522
8	4523
8	4524
6	4525
10	4526
10	4527
8	4528
6	4529
10	4530
10	4531
6	4532
10	4533
16	4534
8	4535
8	4536
10	4537
6	4538
16	4539
18	4540
10	4541
8	4542
6	4543
10	4544
10	4545
10	4546
14	4547
16	4548
10	4549
8	4550
10	4551
10	4552
10	4553
8	4554
10	4555
10	4556
10	4557
10	4558
10	4559
10	4560
10	4561
10	4562
10	4563
10	4564
8	4565
10	4566
10	4567
4	4568
6	4569
6	4570
6	4571
10	4572
8	4573
10	4574
6	4575
10	4576
6	4577
8	4578
8	4579
10	4580
6	4581
10	4582
10	4583
6	4584
8	4585
8	4586
30	4587
20	4588
8	4589
10	4590
8	4591
10	4592
22	4593
6	4594
10	4595
8	4596
6	4597
10	4598
10	4599
10	4600
8	4601
10	4602
10	4603
10	4604
10	4605
8	4606
8	4607
10	4608
10	4609
8	4610
10	4611
8	4612
10	4613
10	4614
10	4615
10	4616
10	4617
6	4618
10	4619
8	4620
10	4621
10	4622
14	4623
18	4624
8	4625
10	4626
12	4627
10	4628
10	4629
10	4630
6	4631
6	4632
10	4633
8	4634
4	4635
4	4636
28	4637
6	4638
6	4639
8	4640
10	4641
10	4642
10	4643
8	4644
4	4645
10	4646
8	4647
2	4648
10	4649
10	4650
10	4651
8	4652
10	4653
8	4654
8	4655
6	4656
10	4657
10	4658
10	4659
4	4660
10	4661
8	4662
10	4663
8	4664
10	4665
16	4666
10	4667
8	4668
6	4669
10	4670
10	4671
10	4672
10	4673
30	4674
16	4675
10	4676
10	4677
8	4678
10	4679
10	4680
8	4681
10	4682
6	4683
10	4684
10	4685
10	4686
10	4687
10	4688
10	4689
6	4690
10	4691
10	4692
6	4693
6	4694
6	4695
10	4696
6	4697
10	4698
10	4699
10	4700
10	4701
10	4702
8	4703
10	4704
8	4705
10	4706
10	4707
10	4708
10	4709
10	4710
6	4711
10	4712
10	4713
10	4714
8	4715
10	4716
10	4717
10	4718
10	4719
10	4720
10	4721
8	4722
10	4723
8	4724
8	4725
8	4726
8	4727
8	4728
10	4729
10	4730
24	4731
12	4732
10	4733
14	4734
10	4735
10	4736
2	4737
18	4738
10	4739
10	4740
10	4741
10	4742
8	4743
6	4744
10	4745
8	4746
8	4747
10	4748
6	4749
8	4750
10	4751
10	4752
8	4753
10	4754
8	4755
10	4756
8	4757
10	4758
10	4759
8	4760
8	4761
10	4762
10	4763
10	4764
8	4765
10	4766
6	4767
10	4768
10	4769
8	4770
8	4771
10	4772
4	4773
10	4774
8	4775
6	4776
8	4777
8	4778
8	4779
10	4780
10	4781
10	4782
10	4783
10	4784
10	4785
8	4786
6	4787
10	4788
6	4789
8	4790
10	4791
10	4792
8	4793
6	4794
6	4795
10	4796
8	4797
10	4798
6	4799
8	4800
8	4801
6	4802
6	4803
8	4804
10	4805
10	4806
16	4807
8	4808
10	4809
8	4810
10	4811
8	4812
8	4813
8	4814
6	4815
6	4816
18	4817
10	4818
6	4819
10	4820
10	4821
10	4822
10	4823
10	4824
6	4825
10	4826
10	4827
6	4828
10	4829
6	4830
10	4831
10	4832
10	4833
10	4834
10	4835
16	4836
10	4837
8	4838
26	4839
8	4840
8	4841
8	4842
6	4843
10	4844
10	4845
10	4846
10	4847
10	4848
6	4849
10	4850
8	4851
14	4852
10	4853
8	4854
10	4855
10	4856
10	4857
6	4858
10	4859
8	4860
10	4861
6	4862
10	4863
10	4864
10	4865
26	4866
16	4867
8	4868
6	4869
10	4870
10	4871
10	4872
6	4873
8	4874
8	4875
6	4876
10	4877
8	4878
10	4879
20	4880
14	4881
2	4882
8	4883
12	4884
10	4885
10	4886
10	4887
10	4888
10	4889
10	4890
20	4891
10	4892
10	4893
22	4894
10	4895
6	4896
10	4897
10	4898
10	4899
14	4900
14	4901
10	4902
8	4903
6	4904
10	4905
4	4906
10	4907
10	4908
8	4909
16	4910
10	4911
20	4912
8	4913
10	4914
8	4915
10	4916
6	4917
8	4918
8	4919
8	4920
16	4921
20	4922
10	4923
10	4924
14	4925
10	4926
14	4927
16	4928
10	4929
10	4930
8	4931
10	4932
14	4933
6	4934
6	4935
10	4936
10	4937
6	4938
10	4939
6	4940
10	4941
10	4942
8	4943
8	4944
26	4945
10	4946
10	4947
20	4948
10	4949
8	4950
10	4951
10	4952
10	4953
10	4954
10	4955
10	4956
8	4957
8	4958
8	4959
6	4960
10	4961
6	4962
10	4963
10	4964
10	4965
10	4966
10	4967
6	4968
8	4969
10	4970
10	4971
10	4972
8	4973
10	4974
10	4975
10	4976
8	4977
10	4978
10	4979
10	4980
8	4981
10	4982
6	4983
10	4984
8	4985
10	4986
10	4987
14	4988
10	4989
10	4990
30	4991
6	4992
10	4993
2	4994
2	4995
6	4996
10	4997
12	4998
20	4999
30	5000
10	5001
8	5002
8	5003
20	5004
8	5005
10	5006
10	5007
10	5008
6	5009
10	5010
10	5011
8	5012
10	5013
6	5014
10	5015
10	5016
10	5017
4	5018
10	5019
10	5020
10	5021
8	5022
10	5023
6	5024
8	5025
8	5026
8	5027
10	5028
10	5029
10	5030
8	5031
10	5032
6	5033
10	5034
8	5035
10	5036
8	5037
10	5038
6	5039
10	5040
6	5041
10	5042
10	5043
10	5044
10	5045
10	5046
10	5047
6	5048
10	5049
10	5050
8	5051
10	5052
10	5053
12	5054
6	5055
10	5056
10	5057
10	5058
10	5059
8	5060
6	5061
8	5062
10	5063
10	5064
4	5065
12	5066
10	5067
10	5068
10	5069
10	5070
8	5071
32	5072
28	5073
22	5074
38	5075
6	5076
10	5077
10	5078
10	5079
10	5080
8	5081
8	5082
8	5083
6	5084
10	5085
6	5086
6	5087
8	5088
12	5089
8	5090
10	5091
10	5092
6	5093
2	5094
16	5095
10	5096
6	5097
8	5098
10	5099
10	5100
10	5101
10	5102
10	5103
10	5104
10	5105
30	5106
10	5107
10	5108
26	5109
10	5110
10	5111
10	5112
10	5113
10	5114
8	5115
30	5116
8	5117
6	5118
4	5119
2	5120
8	5121
8	5122
6	5123
8	5124
4	5125
4	5126
6	5127
8	5128
4	5129
4	5130
8	5131
10	5132
10	5133
10	5134
10	5135
16	5136
16	5137
10	5138
12	5139
22	5140
24	5141
18	5142
8	5143
10	5144
6	5145
10	5146
10	5147
10	5148
10	5149
10	5150
10	5151
8	5152
10	5153
10	5154
8	5155
16	5156
10	5157
10	5158
10	5159
18	5160
4	5161
10	5162
8	5163
10	5164
10	5165
8	5166
10	5167
10	5168
10	5169
8	5170
10	5171
8	5172
6	5173
10	5174
6	5175
10	5176
20	5177
4	5178
6	5179
4	5180
10	5181
6	5182
8	5183
10	5184
20	5185
10	5186
8	5187
8	5188
6	5189
10	5190
10	5191
8	5192
8	5193
8	5194
10	5195
6	5196
10	5197
6	5198
6	5199
10	5200
8	5201
8	5202
8	5203
10	5204
10	5205
10	5206
8	5207
10	5208
6	5209
26	5210
10	5211
6	5212
6	5213
6	5214
6	5215
10	5216
6	5217
8	5218
16	5219
8	5220
10	5221
8	5222
10	5223
8	5224
10	5225
6	5226
8	5227
10	5228
38	5229
10	5230
8	5231
10	5232
10	5233
6	5234
8	5235
10	5236
10	5237
8	5238
10	5239
8	5240
10	5241
10	5242
8	5243
6	5244
10	5245
8	5246
8	5247
10	5248
6	5249
10	5250
10	5251
6	5252
2	5253
6	5254
10	5255
8	5256
10	5257
10	5258
10	5259
10	5260
10	5261
6	5262
8	5263
16	5264
10	5265
10	5266
10	5267
10	5268
10	5269
10	5270
10	5271
8	5272
10	5273
8	5274
10	5275
10	5276
10	5277
10	5278
10	5279
10	5280
10	5281
8	5282
10	5283
10	5284
10	5285
8	5286
10	5287
8	5288
10	5289
10	5290
10	5291
10	5292
10	5293
10	5294
20	5295
8	5296
10	5297
10	5298
10	5299
10	5300
10	5301
8	5302
6	5303
10	5304
8	5305
6	5306
10	5307
6	5308
8	5309
6	5310
10	5311
6	5312
12	5313
10	5314
10	5315
6	5316
10	5317
8	5318
10	5319
10	5320
8	5321
10	5322
18	5323
10	5324
6	5325
10	5326
6	5327
6	5328
6	5329
10	5330
16	5331
10	5332
8	5333
10	5334
8	5335
10	5336
10	5337
10	5338
10	5339
6	5340
10	5341
10	5342
10	5343
10	5344
16	5345
4	5346
10	5347
18	5348
4	5349
6	5350
4	5351
8	5352
10	5353
8	5354
8	5355
8	5356
8	5357
8	5358
6	5359
10	5360
10	5361
10	5362
10	5363
6	5364
10	5365
10	5366
10	5367
4	5368
8	5369
10	5370
10	5371
10	5372
8	5373
10	5374
2	5375
8	5376
6	5377
10	5378
10	5379
10	5380
10	5381
8	5382
12	5383
4	5384
6	5385
18	5386
8	5387
10	5388
8	5389
10	5390
8	5391
10	5392
10	5393
8	5394
8	5395
10	5396
10	5397
10	5398
10	5399
10	5400
6	5401
10	5402
10	5403
6	5404
10	5405
6	5406
8	5407
2	5408
8	5409
10	5410
10	5411
6	5412
8	5413
8	5414
8	5415
2	5416
8	5417
10	5418
10	5419
4	5420
8	5421
10	5422
8	5423
2	5424
10	5425
10	5426
10	5427
10	5428
10	5429
8	5430
6	5431
6	5432
10	5433
10	5434
10	5435
8	5436
8	5437
10	5438
10	5439
8	5440
14	5441
10	5442
10	5443
6	5444
6	5445
10	5446
10	5447
10	5448
8	5449
10	5450
10	5451
6	5452
10	5453
10	5454
8	5455
10	5456
8	5457
10	5458
10	5459
24	5460
26	5461
26	5462
8	5463
10	5464
8	5465
4	5466
10	5467
6	5468
10	5469
10	5470
10	5471
10	5472
10	5473
10	5474
8	5475
10	5476
8	5477
6	5478
10	5479
10	5480
8	5481
8	5482
10	5483
6	5484
4	5485
10	5486
6	5487
6	5488
10	5489
10	5490
10	5491
10	5492
10	5493
10	5494
10	5495
10	5496
10	5497
20	5498
10	5499
10	5500
8	5501
8	5502
10	5503
6	5504
10	5505
18	5506
8	5507
8	5508
10	5509
10	5510
2	5511
20	5512
10	5513
10	5514
10	5515
6	5516
8	5517
10	5518
10	5519
8	5520
10	5521
8	5522
10	5523
10	5524
8	5525
10	5526
4	5527
10	5528
10	5529
10	5530
8	5531
6	5532
8	5533
10	5534
10	5535
10	5536
10	5537
6	5538
6	5539
10	5540
10	5541
10	5542
6	5543
10	5544
8	5545
8	5546
10	5547
10	5548
10	5549
10	5550
6	5551
6	5552
10	5553
10	5554
10	5555
10	5556
10	5557
8	5558
10	5559
10	5560
6	5561
8	5562
8	5563
6	5564
8	5565
8	5566
6	5567
2	5568
2	5569
16	5570
10	5571
8	5572
8	5573
10	5574
10	5575
10	5576
10	5577
8	5578
10	5579
8	5580
10	5581
6	5582
6	5583
10	5584
10	5585
16	5586
6	5587
8	5588
8	5589
10	5590
10	5591
20	5592
20	5593
16	5594
10	5595
10	5596
6	5597
10	5598
6	5599
8	5600
10	5601
8	5602
10	5603
8	5604
10	5605
6	5606
10	5607
20	5608
10	5609
10	5610
10	5611
10	5612
10	5613
10	5614
10	5615
10	5616
10	5617
10	5618
10	5619
8	5620
6	5621
6	5622
8	5623
8	5624
10	5625
10	5626
10	5627
10	5628
8	5629
18	5630
12	5631
10	5632
10	5633
8	5634
10	5635
8	5636
6	5637
12	5638
10	5639
8	5640
8	5641
20	5642
10	5643
10	5644
20	5645
10	5646
6	5647
6	5648
14	5649
10	5650
10	5651
10	5652
2	5653
10	5654
6	5655
22	5656
10	5657
10	5658
6	5659
10	5660
8	5661
8	5662
10	5663
10	5664
8	5665
10	5666
10	5667
10	5668
8	5669
8	5670
10	5671
10	5672
10	5673
10	5674
10	5675
8	5676
6	5677
8	5678
8	5679
10	5680
10	5681
10	5682
8	5683
10	5684
8	5685
10	5686
8	5687
10	5688
10	5689
10	5690
8	5691
8	5692
8	5693
8	5694
10	5695
18	5696
10	5697
8	5698
10	5699
6	5700
6	5701
10	5702
10	5703
4	5704
10	5705
10	5706
6	5707
10	5708
14	5709
10	5710
20	5711
8	5712
10	5713
20	5714
20	5715
22	5716
18	5717
30	5718
8	5719
10	5720
10	5721
6	5722
8	5723
10	5724
10	5725
10	5726
8	5727
6	5728
10	5729
10	5730
10	5731
10	5732
10	5733
10	5734
8	5735
8	5736
4	5737
10	5738
6	5739
4	5740
8	5741
6	5742
8	5743
6	5744
6	5745
10	5746
6	5747
4	5748
10	5749
4	5750
10	5751
10	5752
6	5753
8	5754
8	5755
10	5756
12	5757
10	5758
8	5759
10	5760
10	5761
8	5762
10	5763
10	5764
10	5765
10	5766
10	5767
10	5768
10	5769
10	5770
10	5771
6	5772
4	5773
10	5774
10	5775
8	5776
10	5777
10	5778
10	5779
10	5780
8	5781
8	5782
10	5783
10	5784
6	5785
8	5786
10	5787
10	5788
10	5789
8	5790
20	5791
8	5792
8	5793
10	5794
10	5795
10	5796
